Type,Area,Latitude,Longitude,Coordinates,Price(CZK),Region
2+kk,56,50.0562,14.4648,"(50.0562, 14.4648)",5640380,Praha 4
1+kk,37,50.0562,14.4648,"(50.0562, 14.4648)",3897296,Praha 4
4+kk,95,50.0688,14.551,"(50.0688, 14.551)",9209010,Sterboholy
2+1,69,50.0772,14.4646,"(50.0772, 14.4647)",7700000,Praha 3
4+1,136,50.0575,14.425,"(50.0576, 14.4251)",12990000,Praha 4
3+kk,85,50.0646,14.2729,"(50.0646, 14.2729)",9999000,Zlicin
5+kk,235,50.0816,14.4137,"(50.0817, 14.4138)",79000000,Praha 1
1+kk,41,50.0562,14.4648,"(50.0562, 14.4648)",4030509,Praha 4
2+kk,36,50.0685,14.4382,"(50.0686, 14.4383)",4550000,Praha 2
2+1,55,50.0891,14.3473,"(50.0891, 14.3474)",5290000,Praha 6
2+1,57,50.0298,14.5331,"(50.0299, 14.5332)",4700000,Praha 11
1+kk,34,50.1027,14.5084,"(50.1027, 14.5084)",3650000,Praha 9
4+kk,182,50.0966,14.5086,"(50.0967, 14.5086)",23499000,Praha 9
2+1,57,50.0659,14.5107,"(50.0659, 14.5108)",4800000,Praha 10
3+kk,66,50.0838,14.5549,"(50.0838, 14.5549)",3950000,Praha 14
1+kk,16,50.0803,14.4354,"(50.0803, 14.4355)",2999000,Praha 2
3+kk,80,50.1038,14.4769,"(50.1039, 14.4769)",7500000,Praha 8
1+1,33,50.128,14.4487,"(50.1281, 14.4487)",3900000,Praha 8
2+kk,60,50.0733,14.3959,"(50.0733, 14.3959)",7021400,Praha 5
2+kk,55,50.0797,14.4841,"(50.0798, 14.4841)",6576000,Praha 10
1+1,31,50.1153,14.4721,"(50.1153, 14.4722)",2990000,Praha 8
3+1,60,50.1239,14.4974,"(50.1239, 14.4975)",4375000,Praha 9
2+1,65,50.0641,14.4433,"(50.0642, 14.4433)",6000000,Praha 4
1+kk,42,50.0565,14.4014,"(50.0565, 14.4014)",5390000,Praha 5
2+1,74,50.0745,14.4084,"(50.0746, 14.4085)",7910000,Praha 5
3+kk,80,50.0347,14.5137,"(50.0347, 14.5137)",6390000,Praha 11
3+1,73,50.0996,14.3922,"(50.0997, 14.3922)",7490000,Praha 6
2+kk,43,50.1153,14.4721,"(50.1153, 14.4722)",4190000,Praha 8
3+1,85,50.02,14.4624,"(50.0201, 14.4624)",5690000,Praha 4
1+1,38,50.1153,14.4721,"(50.1153, 14.4722)",3600000,Praha 8
1+kk,36,50.0396,14.4107,"(50.0397, 14.4107)",3140000,Praha 4
atypicky,128,50.1228,14.4525,"(50.1229, 14.4525)",4500000,Praha 8
3+1,71,50.103,14.5703,"(50.103, 14.5704)",5300000,Praha 14
2+kk,60,50.0797,14.4841,"(50.0798, 14.4841)",7010000,Praha 10
2+kk,53,50.0936,14.5103,"(50.0936, 14.5104)",6850000,Praha 9
2+kk,50,50.0737,14.3941,"(50.0738, 14.3941)",4998000,Praha 5
4+kk,110,50.1267,14.4315,"(50.1268, 14.4315)",9690000,Praha 8
3+kk,81,50.0733,14.3865,"(50.0734, 14.3865)",8490000,Praha 5
4+kk,69,50.0343,14.5905,"(50.0344, 14.5905)",6600000,Praha 22
2+1,67,50.0425,14.4449,"(50.0426, 14.4449)",5300000,Praha 4
2+kk,38,50.1052,14.472,"(50.1052, 14.4721)",5490000,Praha 8
3+1,68,50.0697,14.5057,"(50.0698, 14.5057)",5450000,Praha 10
2+kk,56,50.0562,14.4648,"(50.0562, 14.4648)",5728055,Praha 4
2+kk,50,50.0735,14.3938,"(50.0736, 14.3939)",4998000,Praha 5
1+kk,16,50.0803,14.4354,"(50.0803, 14.4355)",2970000,Praha 2
3+kk,70,50.1004,14.4281,"(50.1004, 14.4282)",8900000,Praha 7
4+kk,255,50.0903,14.4216,"(50.0904, 14.4217)",54450000,Praha 1
3+kk,84,50.0896,14.4619,"(50.0897, 14.462)",9718000,Praha 3
3+kk,70,50.0693,14.3754,"(50.0693, 14.3754)",7200000,Praha 5
2+kk,40,50.0706,14.4077,"(50.0706, 14.4078)",4500000,Praha 5
3+kk,98,50.0942,14.3673,"(50.0942, 14.3673)",14669950,Praha 6
2+1,58,50.0682,14.4508,"(50.0683, 14.4508)",6354900,Praha 10
3+kk,81,50.0682,14.4508,"(50.0683, 14.4508)",9658859,Praha 10
1+kk,31,50.0682,14.4508,"(50.0683, 14.4508)",3941050,Praha 10
3+kk,81,50.0682,14.4508,"(50.0683, 14.4508)",9716350,Praha 10
3+1,80,50.0682,14.4508,"(50.0683, 14.4508)",8968850,Praha 10
3+1,80,50.0682,14.4508,"(50.0683, 14.4508)",8968850,Praha 10
3+kk,81,50.0682,14.4508,"(50.0683, 14.4508)",9658859,Praha 10
3+kk,82,50.0682,14.4508,"(50.0683, 14.4508)",9658850,Praha 10
3+kk,82,50.0682,14.4508,"(50.0683, 14.4508)",9658850,Praha 10
1+kk,31,50.0682,14.4508,"(50.0683, 14.4508)",4007750,Praha 10
2+1,58,50.0682,14.4508,"(50.0683, 14.4508)",6354900,Praha 10
3+1,82,50.0682,14.4508,"(50.0683, 14.4508)",9428850,Praha 10
1+kk,30,50.0682,14.4508,"(50.0683, 14.4508)",3993950,Praha 10
3+kk,84,50.0305,14.3689,"(50.0305, 14.3689)",7690000,Praha 5
3+1,72,50.0683,14.4505,"(50.0683, 14.4505)",10118850,Praha 10
3+kk,82,50.0682,14.4508,"(50.0683, 14.4508)",9658850,Praha 10
1+kk,31,50.0682,14.4508,"(50.0683, 14.4508)",3954850,Praha 10
2+1,58,50.0682,14.4508,"(50.0683, 14.4508)",6354900,Praha 10
1+kk,30,50.0682,14.4508,"(50.0683, 14.4508)",3954850,Praha 10
2+1,58,50.0682,14.4508,"(50.0683, 14.4508)",6354900,Praha 10
1+kk,31,50.0682,14.4508,"(50.0683, 14.4508)",3954850,Praha 10
3+1,80,50.0682,14.4508,"(50.0683, 14.4508)",8968850,Praha 10
1+kk,31,50.0682,14.4508,"(50.0683, 14.4508)",3941050,Praha 10
1+kk,31,50.0682,14.4508,"(50.0683, 14.4508)",4007750,Praha 10
1+kk,31,50.0682,14.4508,"(50.0683, 14.4508)",3954850,Praha 10
3+1,80,50.0682,14.4508,"(50.0683, 14.4508)",8968850,Praha 10
1+kk,31,50.0682,14.4508,"(50.0683, 14.4508)",4007750,Praha 10
1+kk,30,50.0682,14.4508,"(50.0683, 14.4508)",4007750,Praha 10
3+1,72,50.0683,14.4505,"(50.0683, 14.4505)",10118850,Praha 10
2+kk,66,50.0458,14.3053,"(50.0458, 14.3053)",5950754,Praha 13
2+kk,73,50.0636,14.3894,"(50.0636, 14.3895)",8200000,Praha 5
2+1,72,50.0707,14.4101,"(50.0707, 14.4102)",6490000,Praha 5
3+1,81,50.0653,14.3938,"(50.0653, 14.3939)",8850000,Praha 5
1+kk,26,50.073,14.4306,"(50.0731, 14.4307)",4162000,Praha 2
2+kk,46,50.0548,14.4411,"(50.0548, 14.4412)",5200000,Praha 4
3+kk,74,50.0677,14.2996,"(50.0678, 14.2997)",5990000,Praha 17
3+kk,107,50.0659,14.39,"(50.0659, 14.39)",10990000,Praha 5
2+kk,96,50.0921,14.4422,"(50.0922, 14.4423)",10459687,Praha 8
3+kk,85,50.0921,14.4422,"(50.0922, 14.4423)",9725017,Praha 8
3+kk,82,50.0711,14.301,"(50.0712, 14.301)",8399000,Praha 17
1+kk,36,50.0797,14.4841,"(50.0798, 14.4841)",5239800,Praha 10
1+kk,36,50.1108,14.4979,"(50.1109, 14.498)",4480000,Praha 9
2+kk,61,50.0682,14.4508,"(50.0683, 14.4508)",6898850,Praha 10
2+kk,60,50.1006,14.4173,"(50.1007, 14.4174)",7990000,Praha 7
3+kk,105,50.0659,14.39,"(50.0659, 14.39)",10990000,Praha 5
2+kk,61,50.0682,14.4508,"(50.0683, 14.4508)",6898850,Praha 10
2+1,58,50.0682,14.4508,"(50.0683, 14.4508)",6367550,Praha 10
2+1,58,50.0682,14.4508,"(50.0683, 14.4508)",6367550,Praha 10
2+1,58,50.0682,14.4508,"(50.0683, 14.4508)",6367550,Praha 10
3+1,80,50.0682,14.4508,"(50.0683, 14.4508)",8738850,Praha 10
2+1,58,50.0682,14.4508,"(50.0683, 14.4508)",6367550,Praha 10
2+kk,61,50.0682,14.4508,"(50.0683, 14.4508)",6898850,Praha 10
3+1,80,50.0682,14.4508,"(50.0683, 14.4508)",8738850,Praha 10
3+1,80,50.0682,14.4508,"(50.0683, 14.4508)",8738850,Praha 10
2+kk,61,50.0682,14.4508,"(50.0683, 14.4508)",6898850,Praha 10
2+1,58,50.0682,14.4508,"(50.0683, 14.4508)",6367550,Praha 10
2+kk,61,50.0682,14.4508,"(50.0683, 14.4508)",6898850,Praha 10
3+1,80,50.0682,14.4508,"(50.0683, 14.4508)",8738850,Praha 10
3+1,80,50.0682,14.4508,"(50.0683, 14.4508)",8738850,Praha 10
2+1,58,50.0682,14.4508,"(50.0683, 14.4508)",6367550,Praha 10
2+kk,48,50.1202,14.4452,"(50.1202, 14.4452)",5999000,Praha 8
4+kk,142,50.0748,14.3936,"(50.0748, 14.3936)",17500000,Praha 5
3+kk,91,50.0444,14.5171,"(50.0444, 14.5171)",8490000,Praha 15
2+1,65,50.0693,14.3566,"(50.0694, 14.3567)",4700000,Praha 5
3+1,101,50.0816,14.4949,"(50.0816, 14.495)",8400000,Praha 10
2+kk,44,50.0467,14.4448,"(50.0468, 14.4448)",4650000,Praha 4
3+1,89,50.0777,14.4599,"(50.0777, 14.4599)",8990000,Praha 3
3+kk,93,50.14,14.4462,"(50.1401, 14.4463)",9950000,Dolni Chabry
4+kk,100,50.14,14.4462,"(50.1401, 14.4463)",9400000,Dolni Chabry
3+kk,83,50.1398,14.4454,"(50.1398, 14.4455)",7450000,Dolni Chabry
2+kk,55,50.0555,14.4338,"(50.0556, 14.4338)",6199000,Praha 4
1+kk,34,50.0584,14.4513,"(50.0584, 14.4513)",3495000,Praha 4
4+kk,107,50.0839,14.3779,"(50.084, 14.378)",13800000,Praha 6
2+1,52,50.0899,14.4713,"(50.09, 14.4714)",4550000,Praha 3
2+kk,69,50.1002,14.3442,"(50.1003, 14.3442)",7500000,Praha 6
3+kk,73,50.0617,14.4494,"(50.0618, 14.4495)",6900000,Praha 4
2+kk,45,50.0304,14.5334,"(50.0304, 14.5334)",3500000,Praha 11
4+1,140,50.0814,14.4567,"(50.0815, 14.4567)",11990000,Praha 3
3+kk,65,50.0408,14.5659,"(50.0409, 14.5659)",4840000,Praha 15
4+1,111,50.0887,14.3656,"(50.0888, 14.3657)",8990000,Praha 6
atypicky,388,50.0828,14.3764,"(50.0828, 14.3765)",39900000,Praha 6
1+1,35,50.0794,14.4295,"(50.0794, 14.4295)",4590000,Praha 1
3+1,71,50.0831,14.4303,"(50.0832, 14.4304)",8700000,Praha 1
3+kk,126,50.0783,14.4563,"(50.0784, 14.4563)",16750000,Praha 3
3+kk,85,50.0359,14.4126,"(50.036, 14.4127)",6990000,Praha 4
2+kk,45,50.1411,14.5078,"(50.1412, 14.5079)",4290000,Praha 18
2+1,44,50.0768,14.4212,"(50.0768, 14.4212)",3999000,Praha 2
4+1,118,50.0493,14.3506,"(50.0494, 14.3506)",9280000,Praha 13
1+kk,32,50.0695,14.3741,"(50.0695, 14.3742)",3400000,Praha 5
2+kk,106,50.0874,14.4907,"(50.0874, 14.4908)",9449000,Praha 3
5+kk,222,50.0804,14.3761,"(50.0804, 14.3762)",27817900,Praha 6
3+kk,102,50.0416,14.4448,"(50.0417, 14.4449)",11970000,Praha 4
3+kk,72,50.1321,14.4223,"(50.1321, 14.4223)",4990000,Praha 8
2+1,92,50.1016,14.4027,"(50.1017, 14.4027)",9390000,Praha 6
3+kk,85,50.0925,14.4418,"(50.0925, 14.4418)",9725017,Praha 8
3+kk,76,50.0735,14.3521,"(50.0736, 14.3522)",6900000,Praha 5
2+kk,52,50.0695,14.3741,"(50.0695, 14.3742)",5850000,Praha 5
3+kk,72,50.0695,14.3741,"(50.0695, 14.3742)",8320000,Praha 5
2+kk,82,50.0169,14.5853,"(50.0169, 14.5854)",4690000,Praha 22
1+kk,82,50.0169,14.5853,"(50.0169, 14.5854)",4690000,Praha 22
3+kk,73,50.0708,14.4588,"(50.0708, 14.4589)",9100000,Praha 10
4+kk,108,50.1297,14.4927,"(50.1297, 14.4927)",10499000,Praha 9
5+kk,232,50.0902,14.3257,"(50.0903, 14.3257)",18900000,Praha 6
3+1,86,50.0529,14.418,"(50.0529, 14.418)",7900000,Praha 4
atypicky,86,50.0529,14.418,"(50.0529, 14.418)",7900000,Praha 4
2+kk,96,50.0925,14.4418,"(50.0925, 14.4418)",10459687,Praha 8
4+kk,116,50.0753,14.4494,"(50.0754, 14.4495)",16900000,Praha 10
2+kk,68,50.0706,14.4341,"(50.0707, 14.4341)",10750000,Praha 2
3+1,88,50.0813,14.4485,"(50.0814, 14.4485)",9500000,Praha 3
3+1,63,50.1062,14.39,"(50.1062, 14.39)",6980000,Praha 6
1+kk,32,50.0532,14.5144,"(50.0533, 14.5144)",3980000,Praha 10
1+kk,29,50.029,14.5961,"(50.029, 14.5961)",3220000,Praha 22
5+kk,169,50.0831,14.4187,"(50.0832, 14.4187)",19990000,Praha 1
3+1,77,50.0782,14.4398,"(50.0782, 14.4398)",8500000,Praha 2
1+kk,20,50.0711,14.4703,"(50.0711, 14.4703)",2950000,Praha 10
3+kk,123,50.1101,14.3945,"(50.1102, 14.3945)",12380000,Praha 6
2+kk,54,50.0447,14.452,"(50.0447, 14.4521)",5700000,Praha 4
2+kk,80,50.0842,14.4667,"(50.0843, 14.4668)",7500000,Praha 3
2+1,44,50.0468,14.441,"(50.0469, 14.4411)",2400000,Praha 4
3+1,78,50.0065,14.4319,"(50.0066, 14.4319)",5199000,Praha 12
3+1,96,50.0888,14.4049,"(50.0888, 14.4049)",14490000,Praha 1
2+kk,53,50.0562,14.4648,"(50.0562, 14.4648)",5249449,Praha 4
4+kk,102,50.0757,14.4504,"(50.0757, 14.4504)",16900000,Praha 3
3+kk,72,50.0835,14.4341,"(50.0835, 14.4341)",6225000,Praha 1
4+kk,115,50.0798,14.4459,"(50.0798, 14.446)",16950000,Praha 2
4+kk,96,50.1325,14.537,"(50.1326, 14.537)",9499000,Praha 19
2+kk,48,50.0285,14.3667,"(50.0286, 14.3667)",5648550,Praha 5
1+1,45,50.0907,14.4911,"(50.0907, 14.4912)",3900000,Praha 3
5+kk,151,50.063,14.3619,"(50.063, 14.362)",23707530,Praha 5
3+kk,75,50.0368,14.3396,"(50.0369, 14.3396)",5500000,Praha 13
2+kk,46,50.0811,14.4534,"(50.0811, 14.4534)",5300000,Praha 3
3+1,78,50.0997,14.3749,"(50.0998, 14.3749)",8290000,Praha 6
4+kk,98,50.0562,14.2914,"(50.0563, 14.2915)",12485320,Zlicin
3+kk,92,50.0676,14.4567,"(50.0677, 14.4567)",10787000,Praha 10
4+1,80,50.0539,14.4982,"(50.054, 14.4982)",5790000,Praha 10
2+kk,77,50.0953,14.4535,"(50.0954, 14.4536)",9000000,Praha 8
1+kk,39,50.0607,14.4477,"(50.0608, 14.4478)",3850000,Praha 4
2+kk,45,50.0368,14.52,"(50.0369, 14.5201)",3890000,Praha 11
2+kk,55,50.0869,14.3406,"(50.0869, 14.3407)",7515400,Praha 6
3+1,84,50.0386,14.34,"(50.0386, 14.34)",4241475,Praha 13
3+kk,52,50.0836,14.3141,"(50.0837, 14.3142)",5500000,Praha 6
3+kk,79,50.0808,14.4862,"(50.0809, 14.4863)",9551639,Praha 10
2+kk,41,50.1203,14.5019,"(50.1204, 14.502)",3795000,Praha 9
2+kk,56,50.0901,14.4243,"(50.0901, 14.4243)",9900000,Praha 1
5+kk,151,50.063,14.3619,"(50.063, 14.362)",19225690,Praha 5
5+kk,152,50.0615,14.3617,"(50.0616, 14.3618)",18625530,Praha 5
2+kk,68,50.0831,14.4666,"(50.0832, 14.4667)",8350000,Praha 3
2+1,57,50.0818,14.505,"(50.0818, 14.505)",4350000,Praha 10
2+kk,48,50.1102,14.5574,"(50.1102, 14.5575)",4200000,Praha 14
3+kk,58,50.0948,14.4639,"(50.0949, 14.4639)",5500000,Praha 8
2+kk,57,50.0562,14.4648,"(50.0562, 14.4648)",5582790,Praha 4
1+kk,37,50.0562,14.4648,"(50.0562, 14.4648)",4039046,Praha 4
3+kk,82,50.0782,14.4173,"(50.0783, 14.4174)",11850000,Praha 1
2+kk,39,50.1063,14.583,"(50.1063, 14.583)",3595000,Praha 14
2+kk,43,50.0385,14.3416,"(50.0385, 14.3417)",2750000,Praha 13
3+1,77,50.0415,14.5529,"(50.0415, 14.5529)",5190000,Praha 15
6-a-vice,275,50.0421,14.401,"(50.0422, 14.401)",26500000,Praha 5
2+kk,64,50.0069,14.4553,"(50.007, 14.4553)",6090000,Praha 12
2+kk,108,50.1007,14.4187,"(50.1008, 14.4187)",15660000,Praha 7
2+kk,49,50.0326,14.5639,"(50.0326, 14.564)",4200000,Petrovice
1+1,28,50.0785,14.423,"(50.0786, 14.423)",5290000,Praha 1
3+kk,102,50.0198,14.4449,"(50.0199, 14.4449)",9290000,Praha 12
3+kk,90,50.0808,14.4862,"(50.0809, 14.4863)",10569427,Praha 10
2+kk,51,50.0903,14.4708,"(50.0903, 14.4709)",5980000,Praha 3
4+1,96,50.1021,14.5688,"(50.1021, 14.5689)",2900000,Praha 14
5+1,126,50.0839,14.4308,"(50.084, 14.4308)",12900000,Praha 1
2+kk,54,50.0567,14.442,"(50.0567, 14.4421)",4850000,Praha 4
4+kk,221,50.1067,14.462,"(50.1068, 14.4621)",20700000,Praha 8
2+kk,41,50.0468,14.4631,"(50.0469, 14.4631)",3890000,Praha 4
3+1,68,50.1094,14.5081,"(50.1095, 14.5082)",5490000,Praha 9
3+kk,103,50.1221,14.4516,"(50.1221, 14.4517)",8900000,Praha 8
3+kk,69,50.0893,14.4244,"(50.0894, 14.4244)",11000000,Praha 1
1+1,39,50.0671,14.4961,"(50.0671, 14.4962)",3795000,Praha 10
3+kk,87,50.0835,14.4341,"(50.0835, 14.4341)",9715275,Praha 1
1+kk,31,50.1033,14.5124,"(50.1033, 14.5124)",3300000,Praha 9
5+kk,135,49.9905,14.4691,"(49.9906, 14.4692)",9500000,Libus
1+kk,35,50.0611,14.4029,"(50.0611, 14.403)",4933730,Praha 5
3+1,90,50.0754,14.4145,"(50.0754, 14.4146)",12589000,Praha 2
2+kk,41,50.0385,14.4414,"(50.0386, 14.4415)",4890000,Praha 4
2+1,88,50.0859,14.4298,"(50.0859, 14.4298)",17990000,Praha 1
3+kk,104,50.0776,14.4023,"(50.0776, 14.4024)",9900000,Praha 5
2+1,42,50.0422,14.4378,"(50.0423, 14.4379)",4190000,Praha 4
2+kk,49,50.0825,14.4473,"(50.0825, 14.4474)",6490000,Praha 3
2+1,65,50.0834,14.3627,"(50.0834, 14.3628)",5750000,Praha 6
4+kk,129,50.0947,14.4571,"(50.0948, 14.4572)",14950000,Praha 8
2+kk,96,50.0682,14.3685,"(50.0682, 14.3686)",7500000,Praha 5
atypicky,208,50.1006,14.4243,"(50.1007, 14.4244)",12500000,Praha 7
2+kk,56,50.0562,14.4648,"(50.0562, 14.4648)",5820540,Praha 4
1+1,39,50.0164,14.4344,"(50.0165, 14.4345)",3450000,Praha 12
4+kk,188,50.051,14.3444,"(50.051, 14.3444)",21000000,Praha 13
4+kk,60,50.0845,14.3624,"(50.0845, 14.3625)",6200000,Praha 6
2+kk,45,50.0425,14.4993,"(50.0425, 14.4994)",4250000,Praha 11
3+kk,64,50.0162,14.5345,"(50.0162, 14.5346)",8029300,Ujezd
3+kk,74,50.0162,14.5345,"(50.0162, 14.5346)",7958860,Ujezd
2+1,53,50.0862,14.3707,"(50.0862, 14.3707)",4990000,Praha 6
1+kk,38,50.1073,14.6194,"(50.1073, 14.6194)",3490000,Praha 20
1+kk,35,50.1104,14.5132,"(50.1104, 14.5132)",3910000,Praha 9
2+kk,55,50.0162,14.5345,"(50.0162, 14.5346)",6255147,Ujezd
3+kk,87,50.122,14.4649,"(50.1221, 14.465)",8950000,Praha 8
1+kk,37,50.0562,14.4648,"(50.0562, 14.4648)",3535319,Praha 4
2+kk,62,50.0757,14.3687,"(50.0758, 14.3687)",8841450,Praha 5
2+kk,56,50.0562,14.4648,"(50.0562, 14.4648)",5605300,Praha 4
3+kk,79,50.0808,14.4862,"(50.0809, 14.4863)",9012709,Praha 10
1+kk,34,50.0429,14.4944,"(50.043, 14.4945)",3700000,Praha 11
1+kk,33,50.0429,14.4944,"(50.043, 14.4945)",3500000,Praha 11
1+kk,33,50.0429,14.4944,"(50.043, 14.4945)",3500000,Praha 11
1+kk,33,50.0429,14.4944,"(50.043, 14.4945)",3500000,Praha 11
2+kk,42,50.0309,14.5389,"(50.031, 14.5389)",3990000,Praha 11
3+kk,101,50.0363,14.4114,"(50.0363, 14.4114)",7990000,Praha 4
2+kk,50,50.124,14.4838,"(50.1241, 14.4839)",5690000,Praha 8
3+kk,68,50.1053,14.3972,"(50.1053, 14.3973)",8190000,Praha 6
2+kk,57,50.0562,14.4648,"(50.0562, 14.4648)",5367711,Praha 4
1+kk,37,50.0633,14.4044,"(50.0634, 14.4044)",4450000,Praha 5
2+kk,62,50.0485,14.341,"(50.0485, 14.341)",5792800,Praha 13
2+kk,64,50.0485,14.341,"(50.0485, 14.341)",5499765,Praha 13
3+kk,121,50.0766,14.4562,"(50.0767, 14.4562)",9990000,Praha 3
2+kk,37,50.0738,14.4331,"(50.0738, 14.4331)",5650000,Praha 2
3+1,110,50.073,14.4315,"(50.0731, 14.4316)",10608000,Praha 2
2+1,78,50.0922,14.4317,"(50.0922, 14.4317)",9500000,Praha 1
2+1,74,50.0736,14.4169,"(50.0737, 14.417)",6990000,Praha 2
2+kk,56,50.0562,14.4648,"(50.0562, 14.4648)",5480733,Praha 4
3+1,101,50.0857,14.4445,"(50.0857, 14.4445)",9990000,Praha 3
3+kk,89,50.0942,14.3673,"(50.0942, 14.3673)",11903880,Praha 6
2+kk,52,50.0285,14.3632,"(50.0286, 14.3633)",5480000,Praha 5
4+1,88,50.1106,14.6046,"(50.1107, 14.6047)",6500000,Praha 20
3+kk,82,50.0834,14.4241,"(50.0834, 14.4242)",22500000,Praha 1
2+kk,80,50.1334,14.5112,"(50.1334, 14.5112)",6890000,Praha 18
2+kk,50,50.0428,14.3096,"(50.0428, 14.3096)",5612726,Reporyje
1+kk,37,50.084,14.4311,"(50.0841, 14.4311)",7100000,Praha 1
3+kk,85,50.0834,14.4241,"(50.0834, 14.4242)",22495250,Praha 1
3+1,108,50.0764,14.4365,"(50.0765, 14.4365)",17000000,Praha 2
2+kk,53,50.081,14.4575,"(50.0811, 14.4576)",6650000,Praha 3
2+kk,54,50.1254,14.4308,"(50.1255, 14.4309)",7500000,Praha 8
5+kk,151,50.0623,14.3632,"(50.0624, 14.3633)",19225690,Praha 5
5+kk,190,50.0615,14.3629,"(50.0616, 14.3629)",20707940,Praha 5
3+kk,160,50.0985,14.4003,"(50.0985, 14.4003)",19999000,Praha 6
3+kk,83,50.0682,14.4508,"(50.0683, 14.4508)",9658850,Praha 10
3+kk,78,50.0985,14.4003,"(50.0985, 14.4003)",11299000,Praha 6
3+kk,122,50.0985,14.4003,"(50.0985, 14.4003)",17749000,Praha 6
3+kk,103,50.0985,14.4003,"(50.0985, 14.4003)",14499000,Praha 6
3+kk,84,50.1158,14.5607,"(50.1159, 14.5607)",10000000,Praha 14
2+kk,42,50.0907,14.4795,"(50.0907, 14.4796)",5300000,Praha 3
2+kk,57,50.0882,14.3915,"(50.0883, 14.3915)",13000000,Praha 1
2+kk,50,50.1106,14.5174,"(50.1106, 14.5175)",5761225,Praha 9
4+kk,100,50.1106,14.5174,"(50.1106, 14.5175)",11211430,Praha 9
2+kk,52,50.0285,14.3667,"(50.0286, 14.3667)",6102772,Praha 5
3+1,73,50.142,14.5087,"(50.1421, 14.5088)",5700000,Praha 18
3+1,74,50.0528,14.3657,"(50.0528, 14.3658)",6500000,Praha 5
6-a-vice,152,50.0768,14.4027,"(50.0769, 14.4027)",13500000,Praha 5
1+kk,26,50.0592,14.3879,"(50.0592, 14.388)",2790000,Praha 5
1+kk,31,50.0782,14.4222,"(50.0783, 14.4222)",5790000,Praha 1
3+1,134,50.0797,14.4499,"(50.0798, 14.4499)",9850000,Praha 3
3+1,63,50.0778,14.4329,"(50.0778, 14.433)",7500000,Praha 2
3+kk,70,50.0757,14.3687,"(50.0758, 14.3687)",10127541,Praha 5
5+kk,205,50.0615,14.362,"(50.0615, 14.3621)",20142870,Praha 5
3+kk,141,50.0985,14.4003,"(50.0985, 14.4003)",17699000,Praha 6
3+kk,153,50.0985,14.4003,"(50.0985, 14.4003)",19599000,Praha 6
5+kk,147,50.0624,14.363,"(50.0625, 14.3631)",24095940,Praha 5
1+kk,18,50.0897,14.4956,"(50.0898, 14.4956)",2199999,Praha 3
2+kk,47,50.0426,14.4337,"(50.0426, 14.4338)",3880000,Praha 4
2+kk,55,50.0562,14.4648,"(50.0562, 14.4648)",4995212,Praha 4
3+1,100,50.0928,14.4521,"(50.0928, 14.4521)",8980000,Praha 8
1+1,36,50.0906,14.4473,"(50.0906, 14.4473)",5498000,Praha 8
1+kk,44,50.1078,14.4493,"(50.1079, 14.4493)",4450000,Praha 7
3+kk,67,50.027,14.5296,"(50.027, 14.5296)",6450000,Praha 11
2+kk,48,50.027,14.5296,"(50.027, 14.5296)",4890000,Praha 11
1+kk,30,50.027,14.5296,"(50.027, 14.5296)",3350000,Praha 11
1+kk,46,50.0674,14.4083,"(50.0674, 14.4084)",5419260,Praha 5
2+kk,50,50.0564,14.291,"(50.0565, 14.2911)",6081160,Zlicin
2+1,68,50.065,14.372,"(50.065, 14.372)",6500000,Praha 5
4+kk,175,49.9995,14.4069,"(49.9996, 14.407)",10924011,Praha 12
2+kk,59,49.9995,14.4069,"(49.9996, 14.407)",5173620,Praha 12
2+kk,76,50.0665,14.4207,"(50.0666, 14.4207)",13133897,Praha 2
1+kk,37,50.0562,14.4648,"(50.0562, 14.4648)",3792196,Praha 4
3+kk,109,50.0148,14.4008,"(50.0149, 14.4008)",8295939,Praha 12
2+kk,48,50.065,14.5526,"(50.065, 14.5527)",1690000,Dolni Mecholupy
2+1,56,50.0148,14.4413,"(50.0148, 14.4414)",4980000,Praha 12
4+kk,101,50.0485,14.341,"(50.0485, 14.341)",9332800,Praha 13
2+kk,59,50.0485,14.341,"(50.0485, 14.341)",5532800,Praha 13
2+kk,68,50.0485,14.341,"(50.0485, 14.341)",5743900,Praha 13
2+kk,54,50.0485,14.341,"(50.0485, 14.341)",5179083,Praha 13
1+kk,36,50.0906,14.4473,"(50.0906, 14.4473)",5498000,Praha 8
3+1,81,50.0022,14.4282,"(50.0022, 14.4283)",5300000,Praha 12
3+kk,83,50.0682,14.4508,"(50.0683, 14.4508)",9658850,Praha 10
3+kk,83,50.0682,14.4508,"(50.0683, 14.4508)",9658850,Praha 10
1+kk,24,50.073,14.4306,"(50.0731, 14.4307)",3900000,Praha 2
2+kk,54,50.0562,14.4648,"(50.0562, 14.4648)",5011799,Praha 4
3+1,138,50.0908,14.4293,"(50.0908, 14.4293)",16950000,Praha 1
1+kk,29,50.0485,14.341,"(50.0485, 14.341)",3280136,Praha 13
3+kk,97,50.0838,14.4834,"(50.0838, 14.4834)",12303830,Praha 3
4+kk,104,50.0838,14.4834,"(50.0838, 14.4834)",14323635,Praha 3
1+kk,65,50.1375,14.5151,"(50.1376, 14.5151)",4990000,Praha 18
4+kk,131,50.0527,14.5135,"(50.0528, 14.5136)",11420000,Praha 10
2+1,111,50.0806,14.4167,"(50.0806, 14.4168)",14800000,Praha 1
